population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
0.02,0.23,0.38,0.55,0.55,0.07,0.38,0.79,0.58,0.17,0.03,1.0,0.45,0.82,0.28,0.55,0.14,0.08,0.26,0.48,0.49,0.5,0.48,0.11,0.32,0.34,0.46,0.02,0.24,0.08,0.12,0.73,0.19,0.81,0.1,0.7,0.11,0.71,0.56,0.83,0.66,0.64,0.29,0.48,0.56,0.81,0.52,0.58,0.73,0.01,0.19,0.02,0.57,0.7,0.79,0.81,0.61,0.66,0.67,0.64,0.7,0.15,0.1,0.07,0.25,0.18,0.37,0.24,0.23,0.76,0.0,0.03,0.77,0.3,0.0,0.03,0.58,0.06,0.07,0.18,0.21,0.26,0.78,0.68,0.69,0.63,0.4,0.37,0.24,0.0,0.0,0.45,0.18,0.19,0.33,0.19,0.0668357715153087,0.2176608267086878,0.9182402752444716,0.2733282325527866,0.0248795457742093,0.0704610930339386,0.1061739484882504,0.2171609935942975,0.6029988257778771,0.7013624137931153,0.1866173611656292,0.1088827519879391,0.308009700027962,0.2016537533369447,-0.0064293251948177,0.5474863569094083,0.306635457232974,0.01,0.3,0.53,0.0731660859991445,0.066051472091217,0.8500951053183845,0.5775212330351096,0.0,0.2550168185046778,0.23
0.01,0.41,0.0,0.98,0.02,0.01,0.45,0.49,0.32,0.43,0.0,0.0,0.17,0.51,1.0,0.52,0.52,0.33,0.18,0.21,0.17,0.16,0.01,0.12,0.04,0.63,0.25,0.02,0.38,0.61,0.43,0.26,0.28,0.52,0.11,0.52,0.39,0.36,0.26,0.41,0.32,0.31,0.51,0.72,0.78,0.84,0.65,0.71,0.61,0.0,0.1,0.0,0.14,0.1,0.14,0.22,0.01,0.01,0.01,0.01,0.84,0.04,0.23,0.2,0.41,0.52,0.25,0.62,0.09,0.46,0.5,0.03,0.61,0.55,0.05,0.7,0.71,0.15,0.18,0.06,0.05,0.05,0.09,0.13,0.13,0.09,0.36,0.47,0.51,0.0,0.0,0.03,0.84,0.5,0.73,0.8,-0.00476346841299,0.2185870919196189,0.9572639185769408,0.1757623245661099,-0.0471082605846093,0.1639834622623273,0.1587499473255311,0.2184948465758031,1.1118648871362835,1.0802785482528678,0.1629451993099025,0.0042213528763641,-0.1455440427567515,0.1038417210150201,-0.0350959375235055,0.4769612577642481,0.2037528135289676,0.03,0.13,0.01,-0.0054675225509244,0.0064418385868735,0.8285546055099179,0.3491980203643191,0.0,0.2194719355900194,0.02
0.12,0.39,0.02,0.97,0.05,0.02,0.33,0.4,0.24,0.56,0.14,1.0,0.4,0.54,0.12,0.56,0.6,0.24,0.66,0.42,0.38,0.37,0.35,0.19,0.43,0.32,0.56,0.04,0.11,0.2,0.37,0.33,0.32,0.54,0.45,0.42,0.34,0.43,0.38,0.38,0.39,0.4,0.46,0.76,0.76,0.85,0.6,0.59,0.63,0.02,0.1,0.02,0.11,0.14,0.15,0.17,0.03,0.04,0.03,0.04,0.9,0.04,0.17,0.16,0.41,0.49,0.17,0.77,0.05,0.48,0.5,0.09,0.82,0.71,0.17,0.46,0.4,0.06,0.17,0.29,0.27,0.26,0.34,0.47,0.55,0.47,0.55,0.54,0.56,0.0,0.0,0.12,0.79,0.78,0.72,0.81,0.02,0.18,0.96,0.24,0.04,0.19,0.33,0.18,0.97,0.99,0.02,0.0,0.0,0.01,0.02,0.79,0.15,0.1,0.2,0.1,0.05,0.03,0.97,0.0,0.37,0.18,0.17
0.0,0.52,0.02,0.98,0.02,0.01,0.4,0.38,0.24,0.46,0.02,1.0,0.37,0.51,0.11,0.57,0.56,0.19,0.63,0.35,0.3,0.28,0.52,0.38,0.46,0.0,0.0,0.0,0.13,0.22,0.39,0.21,0.31,0.48,0.58,0.3,0.46,0.37,0.31,0.26,0.25,0.28,0.49,0.84,0.81,0.8,0.84,0.49,0.43,0.0,0.04,0.0,0.33,0.25,0.2,0.17,0.04,0.02,0.02,0.01,0.94,0.06,0.2,0.23,0.57,0.54,0.51,0.92,0.06,0.21,0.5,0.0,0.92,0.91,0.47,0.75,0.38,0.07,0.19,0.13,0.12,0.12,0.22,0.25,0.25,0.31,0.32,0.16,0.39,0.0,0.0,0.04,0.82,0.74,0.85,0.86,0.0542710398846502,0.2176276966613204,0.9429684250040316,0.2498899431041678,0.0128716936976994,0.0787589917243651,0.1036924565899812,0.2174049377791115,0.8527468743278122,0.878768268391061,-0.0683768115966465,-0.0068268695600663,-0.0119517044569559,-0.0408909151333121,0.0247532307964053,0.4662961597296883,0.2375647992946162,0.06,0.05,0.02,0.0408590415741392,0.0685160701963305,0.6847124128344937,0.3151500736072359,0.0,0.1900735252978307,0.07
0.0,0.34,0.01,0.96,0.12,0.01,0.37,0.52,0.33,0.33,0.02,1.0,0.51,0.68,0.14,0.72,0.34,0.03,0.37,0.51,0.51,0.5,0.6,0.16,0.33,0.0,0.75,0.0,0.08,0.1,0.13,0.64,0.09,0.69,0.25,0.6,0.19,0.68,0.47,0.49,0.52,0.52,0.35,0.67,0.74,0.92,0.53,0.55,0.7,0.0,0.11,0.0,0.3,0.31,0.35,0.34,0.11,0.1,0.1,0.09,0.86,0.04,0.11,0.11,0.36,0.37,0.31,0.69,0.03,0.5,0.5,0.01,0.83,0.67,0.03,0.33,0.67,0.04,0.15,0.3,0.28,0.29,0.54,0.55,0.59,0.58,0.34,0.49,0.43,0.0,0.0,0.15,0.51,0.4,0.65,0.53,0.0131423248164846,0.217251232457758,0.9658526672500662,0.2664295413420197,-0.0094567804593663,0.0910597403044438,0.1543240517168447,0.2174204775522792,0.8568399164985414,0.7590463322791287,0.034649580583448,0.0978933399577877,0.0565768997820908,0.1152777990051466,-0.0236642113249602,0.500730141007238,0.2586407938819646,0.05,0.06,0.02,0.0393720390358493,0.0015767816905552,0.825207941417666,0.4194989115494909,0.0,0.1715811985714417,0.05
0.03,0.74,0.03,0.47,0.02,1.0,0.6,0.58,0.4,0.32,0.0,0.0,0.1,0.47,0.65,0.22,0.4,0.83,0.39,0.08,0.08,0.12,0.2,0.1,0.13,0.14,0.2,0.11,1.0,1.0,0.84,0.16,0.97,0.24,0.14,0.39,0.35,0.29,0.31,0.39,0.39,0.37,0.9,0.67,0.57,0.64,0.71,0.15,0.0,0.02,0.29,0.04,0.14,0.18,0.22,0.31,0.21,0.24,0.26,0.34,0.0,0.99,0.8,0.8,0.81,0.81,0.78,0.52,0.8,0.54,0.5,0.06,0.52,0.53,0.45,0.62,0.6,0.71,0.87,0.04,0.05,0.06,0.07,0.15,0.19,0.16,0.57,0.39,0.37,0.0,0.0,0.63,0.64,0.66,0.71,0.75,0.0632286872031528,0.2183961899589681,0.9001954997286127,0.2053873444695175,-0.0256685731840387,0.1148520632314683,0.1195541690196611,0.2185281930420241,0.9076230478147576,0.3624567488554745,0.0221200336063602,0.8654057598737387,0.1191559948242389,0.8076605990097492,0.0334689399500544,0.3879740685288398,0.3492231252523539,0.04,0.17,0.03,0.0537717241373002,0.0388945180998529,0.959658331413222,0.4118488498642425,0.0,0.1268350449984951,0.12
0.02,0.84,0.22,0.66,0.37,0.19,0.34,0.6,0.35,0.06,0.04,1.0,0.69,0.89,0.3,0.57,0.15,0.19,0.3,0.62,0.41,0.47,0.15,0.17,0.37,0.25,0.38,0.01,0.1,0.06,0.22,0.38,0.17,0.45,0.32,0.21,0.2,0.5,0.72,0.61,0.6,0.67,0.54,0.78,0.78,0.82,0.72,0.63,0.62,0.02,0.53,0.01,0.19,0.26,0.37,0.39,0.11,0.13,0.17,0.17,0.78,0.1,0.27,0.27,0.6,0.62,0.56,0.59,0.12,0.25,0.5,0.01,0.92,0.58,0.0,0.11,0.69,0.04,0.05,0.69,0.64,0.65,0.91,0.84,0.91,0.86,0.5,0.79,0.31,0.0,0.0,0.24,0.55,0.3,0.28,0.58,0.0006999418426609,0.2167412876689232,1.0140039610625595,0.2168369875418722,0.0647855612408749,0.2140109527146085,0.4027896386621183,0.2170329751792702,0.6648257619403026,0.7260138701485972,0.2739578987767238,0.0822804000335648,0.1561131116766847,0.1945880694971232,-0.0675038123821437,0.5359590259431886,0.3053363573808376,0.02,0.23,0.12,0.0442489991233191,0.0396383823392717,0.3535613880743644,0.5092735278811434,0.0,0.2933265979021425,0.1
0.07,0.34,0.13,0.9,0.02,0.01,0.43,0.47,0.32,0.49,0.08,1.0,0.17,0.43,0.4,0.36,0.56,0.38,0.5,0.21,0.22,0.22,0.17,0.11,0.17,0.0,0.2,0.09,0.5,0.44,0.49,0.23,0.51,0.4,0.41,0.43,0.51,0.33,0.62,0.34,0.65,0.67,0.4,0.51,0.54,0.58,0.56,0.61,0.55,0.03,0.22,0.0,0.6,0.44,0.36,0.34,0.02,0.01,0.01,0.01,0.99,0.02,0.14,0.13,0.34,0.39,0.3,0.54,0.11,0.51,0.5,0.07,0.77,0.51,0.1,0.48,0.52,0.55,0.07,0.07,0.06,0.07,0.1,0.13,0.13,0.11,0.44,0.11,0.26,0.02,0.0,0.01,0.86,0.54,0.8,0.78,0.0885950775858579,0.2177025103733769,0.9026876838851248,0.2221625922346403,0.0391427487405586,0.0539748246313071,0.1443317428866538,0.2176858249984753,0.8645556696804555,0.9523993101134162,0.0994513415932411,-0.0385972960348217,-0.1004906555601042,0.0395053886979605,0.0116278816101636,0.5021458647199806,0.2790529519787794,0.04,0.3,0.01,0.0630597533459589,0.0641687309827793,0.5506764416669341,0.4280986023669428,0.0,0.0954706598952599,0.11
0.02,0.51,0.01,0.94,0.17,0.01,0.94,0.99,1.0,0.39,0.0,0.0,0.17,0.48,0.23,0.64,0.55,0.35,0.44,0.24,0.17,0.17,0.11,0.07,0.06,0.21,0.19,0.04,0.57,0.39,0.33,0.38,0.36,0.38,0.26,0.64,0.43,0.38,0.23,0.96,0.24,0.24,0.38,0.59,0.68,0.61,0.54,0.64,0.58,0.01,0.14,0.01,1.0,1.0,1.0,0.95,0.35,0.25,0.2,0.17,0.86,0.08,0.19,0.19,0.33,0.35,0.36,0.39,0.09,0.55,0.0,0.02,0.84,0.4,0.06,0.27,0.35,0.15,0.04,0.09,0.07,0.07,0.23,0.24,0.26,0.23,0.56,0.37,0.61,0.01,0.0,0.1,0.83,0.36,0.29,0.71,-0.0140652138604583,0.2179906807122832,0.9905468558845728,0.2117292310943875,-0.0737560239673507,0.1125374890154203,0.0927612867356176,0.2182707328330566,0.9917965977892618,1.0862838415004978,0.0543312998476346,-0.0089947944908006,0.0304104091636276,-0.0198217989982979,-0.0466191866129844,0.51320769846995,0.2878300408561244,0.04,0.14,0.03,0.023683575108457,0.0003032813129092,0.902911271804894,0.4354655877251993,0.0,0.1923209253569816,0.1
0.0,0.39,0.02,0.95,0.11,0.04,0.28,0.44,0.24,0.41,0.02,1.0,0.52,0.66,0.5,0.59,0.44,0.16,0.47,0.54,0.48,0.47,0.72,0.04,0.33,0.09,0.55,0.0,0.13,0.14,0.22,0.46,0.36,0.67,0.78,0.35,0.24,0.56,0.35,0.49,0.39,0.39,0.44,0.72,0.74,0.81,0.37,0.6,0.64,0.0,0.1,0.0,0.22,0.26,0.26,0.36,0.1,0.1,0.09,0.12,0.86,0.08,0.19,0.18,0.43,0.49,0.33,0.62,0.06,0.4,0.5,0.01,0.87,0.58,0.0,0.41,0.31,0.05,0.0,0.46,0.42,0.38,0.41,0.52,0.66,0.54,0.37,0.53,0.78,0.0,0.0,0.19,0.74,0.64,0.8,0.73,0.050932234141486,0.216876726250534,0.9398206611473005,0.3045179603867921,-0.0040252348650866,0.1912474008799594,0.2493436685340904,0.21709219400016,0.8009743711588304,0.8350810789589929,-0.0422812264642174,0.0585493983314769,-0.0875510713315111,0.0086658396869716,0.0067121970314717,0.4797298853721056,0.2836947847564789,0.01,0.16,0.08,-0.0133241723970333,0.0167026713734649,0.7987742213977039,0.3019452126681179,0.0,0.1436070580986218,0.11
0.05,0.42,0.02,0.85,0.12,0.16,0.44,0.51,0.31,0.27,0.07,1.0,0.27,0.64,0.36,0.43,0.32,0.43,0.41,0.31,0.26,0.27,0.3,0.12,0.22,0.2,0.24,0.05,0.36,0.2,0.29,0.31,0.44,0.55,0.24,0.53,0.33,0.45,0.59,0.34,0.64,0.65,0.52,0.55,0.61,0.56,0.64,0.3,0.37,0.02,0.21,0.01,0.53,0.5,0.58,0.56,0.18,0.15,0.15,0.14,0.84,0.13,0.3,0.27,0.46,0.54,0.4,0.45,0.2,0.53,0.5,0.06,0.74,0.42,0.14,0.69,0.69,0.25,0.2,0.11,0.11,0.11,0.19,0.19,0.2,0.19,0.3,0.15,0.15,0.0,0.0,0.14,0.44,0.37,0.5,0.56,0.0873906471987214,0.2179688469756892,0.9005021600945147,0.240676383889603,0.0276148323300837,0.0471117151409453,0.1174520830937385,0.2177936265995861,0.8463312732012421,0.9037073366832762,0.0254696274472656,0.0776079648237574,0.0811285949410555,0.0999839722872331,0.0107761622494081,0.5048531950206424,0.2728303401027329,0.06,0.17,0.18,0.0563205950354992,0.0839036852198366,0.814542649877801,0.5080812485148479,0.0,0.1740653717164058,0.16
0.01,0.43,0.05,0.95,0.04,0.01,0.32,0.41,0.25,0.6,0.02,1.0,0.35,0.53,0.23,0.59,0.72,0.1,0.9,0.35,0.31,0.3,0.34,0.0,0.3,0.0,0.43,0.0,0.1,0.23,0.4,0.17,0.24,0.44,0.71,0.33,0.41,0.32,0.36,0.38,0.35,0.36,0.42,0.71,0.73,0.88,0.65,0.4,0.35,0.0,0.03,0.0,0.09,0.06,0.07,0.07,0.03,0.02,0.02,0.02,0.86,0.06,0.18,0.19,0.45,0.45,0.38,0.85,0.07,0.24,0.5,0.0,0.97,0.84,0.08,0.26,0.38,0.04,0.12,0.16,0.13,0.12,0.31,0.3,0.31,0.3,0.27,0.2,0.31,0.0,0.0,0.14,0.8,0.96,0.86,0.94,0.0523702169960831,0.2172488497937066,0.917375145076854,0.3179320534110325,0.0122905580006089,0.1344210554090857,0.1997981870220003,0.216880860852289,0.8276816790319166,0.8832626722986029,-0.138759606369009,0.0926844419882481,-0.0056588107441156,0.0218020057429897,0.0293932538136717,0.4724092965944779,0.2957060850605703,0.01,0.26,0.06,0.0571139514610001,0.0412328213269435,1.079694231440373,0.2917442397546927,0.0,0.16643371488292,0.05
0.0,0.12,0.33,0.67,0.23,0.03,0.6,1.0,1.0,0.1,0.02,1.0,0.14,0.92,0.39,0.53,0.06,0.12,0.1,0.32,0.25,0.26,0.26,0.07,0.26,0.34,0.33,0.03,0.79,0.11,0.17,0.94,0.28,0.72,0.11,1.0,0.11,0.65,0.4,1.0,0.4,0.42,0.23,0.43,0.53,0.66,0.5,0.66,0.54,0.01,0.66,0.0,1.0,1.0,1.0,0.86,0.48,0.41,0.36,0.28,0.89,0.12,0.0,0.0,0.15,0.31,0.18,0.04,0.07,0.87,0.0,0.02,0.69,0.04,0.06,0.21,0.79,0.19,0.14,0.19,0.19,0.19,0.35,0.32,0.34,0.33,0.94,0.63,0.74,0.0,0.0,0.19,0.47,0.0,0.0,0.13,0.1011096024145462,0.2169890473956919,0.9052844030229432,0.1943309679131128,0.09945449823335,0.1859163412363725,0.2246330080709679,0.2178139536505593,0.7341473840317928,0.8923971537904019,0.0988558340737375,0.0482927270354707,0.0544735461660294,0.0872784858860852,0.0086918336035701,0.5354237553395964,0.2091758325014714,0.01,0.27,0.54,0.0791336145656799,0.073938486681129,0.448648764362169,0.5043918472907583,0.0,0.1886920541344988,0.24
0.02,0.71,0.17,0.41,0.72,0.64,0.41,0.45,0.28,0.32,0.03,1.0,0.43,0.67,0.21,0.38,0.36,0.45,0.29,0.41,0.31,0.33,0.34,0.16,0.37,0.29,0.32,0.01,0.2,0.41,0.46,0.35,0.4,0.5,0.49,0.4,0.38,0.44,0.46,0.46,0.54,0.53,0.82,0.69,0.64,0.8,0.68,0.43,0.41,0.01,0.29,0.04,0.37,0.4,0.48,0.49,0.71,0.68,0.74,0.69,0.27,0.55,0.77,0.71,0.72,0.75,0.6,0.66,0.67,0.55,0.5,0.01,0.89,0.64,0.2,0.12,0.56,0.11,0.16,0.44,0.44,0.48,0.51,0.59,0.7,0.58,0.66,0.78,0.31,0.0,0.0,0.82,0.45,0.55,0.84,0.75,0.0109556786135219,0.2176044280880998,0.9796162900006292,0.205285828515559,0.0212565982683096,0.1316143884652467,0.3457073815986451,0.2173186552066084,0.6588266492133457,0.4378955724363949,0.2055014422847528,0.4290803259721312,0.4409351603314878,0.5068250903634732,-0.0275201843161655,0.4943362676676269,0.4197160944023699,0.02,0.24,0.18,0.0273046131674021,0.0286710148957256,0.6452850262052836,0.5655482133700324,0.0,0.3098292313442113,0.33
0.03,0.43,0.03,0.96,0.06,0.04,0.41,0.4,0.22,0.31,0.04,1.0,0.47,0.71,0.46,0.72,0.36,0.12,0.47,0.48,0.43,0.42,0.46,0.26,0.34,0.51,0.51,0.01,0.11,0.09,0.15,0.55,0.2,0.66,0.37,0.42,0.25,0.59,0.37,0.25,0.39,0.39,0.47,0.78,0.81,0.8,0.66,0.64,0.62,0.01,0.12,0.0,0.05,0.07,0.1,0.18,0.01,0.01,0.01,0.02,0.94,0.03,0.14,0.15,0.47,0.53,0.27,0.75,0.03,0.35,0.5,0.02,0.88,0.7,0.1,0.23,0.6,0.06,0.07,0.13,0.12,0.14,0.26,0.26,0.3,0.28,0.18,0.2,0.26,0.0,0.0,0.05,0.54,0.57,0.62,0.51,0.0360033530640742,0.2169980604248132,0.953933168628282,0.2611169129632668,0.0167916143597102,0.1529680337292282,0.1588965188587157,0.2172083898176152,0.8688586801284196,0.8581859065660753,0.006151101205346,0.0657073650155584,-0.0295419506068708,0.0808629187041771,0.0168691275613704,0.4857122361187554,0.2228976003363134,0.06,0.11,0.03,0.0685899614245045,0.0401302878472699,0.8294414835546227,0.4067663350749087,0.0,0.2126902947141849,0.19
0.03,0.58,0.1,0.67,0.05,0.69,1.0,1.0,1.0,0.19,0.0,0.0,0.05,0.71,0.46,0.31,0.22,0.28,0.19,0.15,0.1,0.1,0.26,0.44,0.17,0.17,0.2,0.08,1.0,0.7,0.56,0.44,0.68,0.32,0.18,0.73,0.37,0.42,0.22,1.0,0.25,0.24,0.6,0.5,0.39,0.54,0.44,0.47,0.52,0.01,0.35,0.01,0.4,0.42,0.43,0.45,0.13,0.12,0.11,0.11,0.47,0.31,0.49,0.27,0.34,0.59,0.3,0.18,0.37,0.8,0.0,0.06,0.59,0.13,0.14,0.32,0.75,0.32,0.34,0.09,0.1,0.12,0.26,0.26,0.28,0.25,1.0,0.41,0.47,0.01,0.0,0.13,0.74,0.14,0.06,0.8,0.0340455114971224,0.2185631673060946,0.954320999122478,0.237178300753671,-0.0797784935294354,0.033384630771627,-0.0328844245966928,0.2183307251455752,1.1053961872914668,0.7692719182502741,0.0268748231110449,0.5720691856356668,0.0233781369029328,0.4150244277237734,-0.0575458630957644,0.4863343376247653,0.2891192887935532,0.05,0.14,0.13,0.0056720151386955,0.018964704527804,1.0936445415468543,0.4224351905248047,0.0,0.1914356406507485,0.19
0.02,0.31,0.0,0.97,0.04,0.04,0.41,0.48,0.31,0.42,0.0,0.0,0.23,0.54,0.31,0.46,0.42,0.23,0.43,0.25,0.27,0.26,0.04,0.19,0.22,0.38,0.28,0.02,0.34,0.13,0.23,0.36,0.23,0.62,0.37,0.36,0.45,0.41,0.73,0.42,0.73,0.76,0.35,0.54,0.59,0.65,0.39,0.63,0.71,0.01,0.15,0.0,0.16,0.19,0.17,0.18,0.03,0.03,0.03,0.02,0.95,0.02,0.13,0.11,0.31,0.35,0.3,0.45,0.13,0.58,0.0,0.02,0.8,0.43,0.11,0.2,0.63,0.33,0.29,0.13,0.13,0.13,0.28,0.3,0.32,0.31,0.51,0.42,0.75,0.06,0.01,0.07,0.38,0.25,0.41,0.46,-0.0512344035182936,0.2189177193201265,1.0266353582844756,0.2103943063491898,-0.03905442459603,0.212117801372821,0.282148228690918,0.2184575408490079,1.1654740857415222,1.0298585652849912,0.1930046884351545,0.058523936938405,0.0717636534954265,0.1874278792872278,-0.0844371794455617,0.5359221551689956,0.2514367087102082,0.04,0.13,0.02,0.0511449614154929,0.0046873308589658,0.9620458184756592,0.5226173764700871,0.0,0.291462680480366,0.21
0.01,0.63,0.14,0.85,0.14,0.02,0.5,0.49,0.34,0.3,0.02,0.98,0.58,0.76,0.44,0.6,0.38,0.09,0.43,0.54,0.41,0.41,0.36,0.2,0.28,0.26,0.39,0.0,0.03,0.16,0.3,0.36,0.24,0.66,0.39,0.39,0.3,0.5,0.25,0.44,0.3,0.28,0.65,0.78,0.78,0.71,0.7,0.46,0.51,0.01,0.2,0.0,0.21,0.21,0.26,0.26,0.07,0.06,0.07,0.06,0.87,0.05,0.26,0.29,0.69,0.75,0.41,0.79,0.05,0.29,0.5,0.01,0.76,0.74,0.05,0.11,0.58,0.09,0.18,0.34,0.34,0.31,0.62,0.58,0.6,0.56,0.53,0.34,0.46,0.0,0.0,0.14,0.45,0.91,0.84,0.79,-0.0227063697793576,0.2172299122503842,0.98840692463893,0.3163618963201764,-0.0080748044926525,0.1504164002611674,0.2222814018049375,0.216724034059511,0.7464302341108413,0.8481244286379097,-0.0208774894954505,0.0665709753061014,-0.0349469145320473,0.0656880150166567,-0.0195565774237642,0.4829002383245807,0.272728696438425,0.02,0.17,0.18,0.0278422352989623,0.0049370304317986,1.0534075036634083,0.3677358400338989,0.0,0.2124333124944373,0.16
0.0,0.41,0.03,0.79,0.28,0.36,0.36,0.5,0.31,0.39,0.0,0.0,0.27,0.44,0.43,0.46,0.51,0.56,0.53,0.25,0.26,0.27,0.19,0.15,0.28,0.25,0.27,0.01,0.33,0.27,0.39,0.23,0.34,0.52,0.25,0.3,0.39,0.24,0.73,0.4,0.83,0.82,0.43,0.45,0.49,0.62,0.52,0.44,0.43,0.01,0.28,0.01,0.39,0.47,0.56,0.5,0.25,0.27,0.29,0.24,0.72,0.21,0.3,0.27,0.45,0.34,0.56,0.26,0.41,0.77,0.0,0.02,0.64,0.33,0.07,0.25,0.73,0.09,0.0,0.42,0.44,0.44,0.55,0.51,0.55,0.5,0.66,0.67,0.31,0.0,0.0,0.27,0.57,0.25,0.42,0.72,-0.0042803195697658,0.2190334575775415,0.9791547375805773,0.1930479704466058,-0.0167365353579771,0.2844045243430662,0.4086997839081214,0.2187634782362016,0.9532536396487092,0.9743224287509606,0.1143323202867349,0.1693434981214383,0.2878980987007943,0.1464652299245545,-0.0762928589650354,0.5507121480638189,0.3645140424096708,0.0,0.42,0.04,0.0312552469382191,0.0312176592313049,1.004367736313165,0.6419063613350549,0.0,0.3451135413102063,0.19
0.01,0.33,0.05,0.94,0.06,0.04,0.31,0.44,0.26,0.45,0.03,0.97,0.44,0.67,0.18,0.64,0.45,0.1,0.56,0.46,0.41,0.4,0.26,0.15,0.53,0.43,0.7,0.01,0.09,0.28,0.41,0.26,0.27,0.67,0.57,0.32,0.4,0.34,0.49,0.4,0.42,0.47,0.41,0.73,0.74,0.83,0.54,0.75,0.84,0.0,0.09,0.01,0.06,0.05,0.08,0.14,0.03,0.03,0.04,0.06,0.76,0.09,0.11,0.1,0.36,0.45,0.19,0.7,0.04,0.53,0.5,0.02,0.82,0.64,0.02,0.26,0.5,0.06,0.16,0.4,0.37,0.34,0.42,0.42,0.49,0.42,0.38,0.54,0.61,0.01,0.0,0.26,0.7,0.75,0.9,0.84,0.0096399813646117,0.2171396332961293,0.9760225144464492,0.2607022628412674,0.0012135104163512,0.1065577451760275,0.196536940118719,0.2173832534583025,0.9970599202326104,0.8815054006305523,0.0564100542746158,0.1273101716124376,-0.0136554703196304,0.1297694280009089,-0.0462017745091608,0.4949706593158497,0.2634878883813331,0.03,0.15,0.01,0.0061776386775415,0.0021267678493964,0.8378457744624409,0.2861298685161124,0.0,0.1692929640320157,0.04
0.0,0.71,0.09,0.91,0.06,0.03,0.44,0.47,0.25,0.2,0.01,0.85,0.53,0.81,0.25,0.5,0.27,0.12,0.3,0.49,0.32,0.32,0.28,0.22,0.22,0.0,0.25,0.0,0.06,0.24,0.34,0.23,0.16,0.72,0.28,0.37,0.39,0.36,0.38,0.35,0.3,0.34,0.72,0.87,0.86,0.9,0.85,0.22,0.48,0.0,0.18,0.0,0.4,0.3,0.33,0.28,0.06,0.04,0.04,0.03,0.93,0.04,0.31,0.34,0.75,0.74,0.57,0.89,0.06,0.17,0.5,0.0,0.9,0.88,0.47,0.47,0.75,0.03,0.05,0.25,0.25,0.24,0.4,0.44,0.62,0.58,0.67,0.59,0.78,0.0,0.0,0.06,0.62,0.72,0.71,0.79,-0.0548140797634916,0.2179502044124706,1.038055619650059,0.233753220792409,0.0004312056096998,0.0653384455429267,0.2509218360662756,0.2177225425947247,0.8775962927031686,0.9158565089982256,0.1048165152515545,-0.0077847409919238,-0.0799067907452511,0.0434473917900487,-0.0633761790728565,0.484489032338137,0.2103641133723115,0.1,0.02,0.29,0.0437450575247211,0.0137966611329846,0.7748093483192763,0.3726584920419578,0.0,0.2213777336872305,0.05
